c1,c2,mag,dcor,dcor_singles,dcor_first,dcor_second,corr_fit,dominance,eq_contr,perturbation,gi_type
0.32730124191122545,1.0021226971951813,1.0542181952472531,0.7386206616849055,0.19384140361660535,0.370472468114299,0.8257022202659169,0.9594503398402402,0.48597324543226106,0.4486756351399765,AHR+KLF1,epistasis
0.7006315882651268,0.1932975218160351,0.7268070957380196,0.9543251004711293,0.1695515462649229,0.9581744787664224,0.12419245360916373,0.9769636396115265,0.5592634276071016,0.12961361042411834,CEBPA+KLF1,epistasis
0.8428823249639871,0.4588981252680848,0.9597073007491707,0.964638882512835,0.1752800707561005,0.9634995222100953,0.1503815644797399,0.9806100210467874,0.264050663403877,0.1560785044654631,CEBPA+ZC3HAV1,epistasis
0.8108974331762142,0.31651467964709606,0.8704804360603843,0.8788801819591477,0.2987152844851144,0.9096521592862205,0.2584827976073295,0.9684445380628403,0.4085720687181915,0.2841556467146233,DUSP9+ETS2,epistasis
0.9779861995653407,0.15275572828405323,0.9898440882602926,0.9199061259881547,0.5233398580879761,0.9208613673266098,0.5250753222093281,0.9603897454065943,0.8063352213651941,0.5702001852175596,IGDCC3+TGFBR2,epistasis
0.7711248321668686,0.4839838450178689,0.9104251034668704,0.9138635880470332,0.39011133296296935,0.9169537614183025,0.24357346504493685,0.9723358302188461,0.20229382323485373,0.26563331248915806,IKZF3+MAP2K6,epistasis
0.8528493564903511,0.2821773754887692,0.8983184825571251,0.9255957690132304,0.465056563066463,0.9286804155564348,0.38264262120733344,0.9631281325744636,0.4803501362927308,0.4120283089829848,MAPK1+TGFBR2,epistasis
0.3966963631644669,0.08232868295463179,0.4051493756442911,0.7758124981538717,0.38605018218962933,0.8097561396445668,0.2809664005201611,0.8495287149108635,0.6829070510826546,0.3469765609230059,OSR2+UBASH3B,epistasis
1.0838982896143297,0.18422194243391965,1.099442234181949,0.932240713634825,0.5113674874101894,0.9329589622146863,0.5068563834155693,0.968475456525339,0.7696471737860765,0.5432783262110246,PRTG+TGFBR2,epistasis
1.4195984819191474,0.41857078421820176,1.4800207266346606,0.7826308631894346,0.45201074813073827,0.7896084663995955,0.4318307484824565,0.8842447288614609,0.5303966144709589,0.5468922470544039,C19orf26+TGFBR2,neomorphic
1.0686570222864618,0.5991520523629653,1.2251575462498367,0.8598400235227089,0.42767896228497665,0.8514914706084712,0.5180585627424739,0.9340375487279777,0.2513012926018591,0.6084130970475512,CBL+TGFBR2,neomorphic
1.3395668794575122,0.4933222590457816,1.427517522067442,0.7490064868512725,0.6211145519345064,0.7446953408288084,0.548753279046703,0.8201278965668286,0.4338336895747254,0.7368829223988004,CBL+UBASH3A,neomorphic
0.24169366613021223,0.7125614156907321,0.7524357775774905,0.5681577370841913,0.26212255499293746,0.370792745966962,0.6658810009141533,0.9142399271375206,0.4695570327950675,0.5568453604441634,CEBPE+KLF1,neomorphic
0.2733736250846856,0.730279286325505,0.7797698217602622,0.6852792934024917,0.15813088234843706,0.6539925950566221,0.4349352971729125,0.9153780041158562,0.4267323706733191,0.6650462107071047,CEBPE+ZC3HAV1,neomorphic
0.38414733436340665,0.30228260250855216,0.48881892995040027,0.6577527299654363,0.3055926104889462,0.6239969806059423,0.35805184373089155,0.8551366889197325,0.10408467129243064,0.5738038081261219,DUSP9+MAPK1,neomorphic
0.6838889373958,0.3906127551155053,0.7875800931659472,0.7924499834288434,0.4640835117433952,0.7979112306020437,0.25793293941434087,0.9043436470807524,0.24323915794446768,0.32326019426963587,ETS2+TGFBR2,neomorphic
0.3837640683893473,0.7355373186986751,0.8296324531894711,0.6381972120145841,0.3022066241527003,0.30691713039513474,0.6830431838547429,0.8762268719000464,0.2825404027106639,0.4493378129667483,FOSB+PTPN12,neomorphic
0.8037326761609325,0.654785924135389,1.0366922499829203,0.8657670714401007,0.30219197260306274,0.8555915842799308,0.4260821020520428,0.9657767874003489,0.08901229029281232,0.49799706995789955,KLF1+TGFBR2,neomorphic
