c1,c2,mag,dcor,dcor_singles,dcor_first,dcor_second,corr_fit,dominance,eq_contr,perturbation,gi_type
0.9324705208107283,0.9167783619200289,1.307663502995248,0.7752477789537503,0.19384140361660535,0.6608930484994193,0.6025818687228189,0.9605088369671624,0.007370756486490248,0.9117691131583273,AHR+KLF1,epistasis
0.8491160763315296,0.9253478710371322,1.255892827241881,0.933591395851954,0.1695515462649229,0.9172050476010731,0.21600695373043735,0.9935385843268915,0.037337966647729086,0.2355056312603143,CEBPA+KLF1,epistasis
0.7840785343524463,0.634317576604041,1.0085325656720776,0.9733854457650394,0.1752800707561005,0.9719934087733955,0.15632747392413088,0.9914250408089716,0.092052818743756,0.16083182510610636,CEBPA+ZC3HAV1,epistasis
0.7109664022622159,0.7441504701161804,1.029190530135121,0.7965270697836739,0.2987152844851144,0.7625764308266353,0.36760517475606025,0.941790311136461,0.019811682451383737,0.48205682721871573,DUSP9+ETS2,epistasis
1.009052836497341,0.4928564058768423,1.1229848902176593,0.9407995846956151,0.5233398580879761,0.9373663487693008,0.589610705611452,0.9754660241641052,0.31119350191514245,0.629007758157279,IGDCC3+TGFBR2,epistasis
0.8218380069753127,0.6368772902905714,1.0397261142228826,0.9231039440652059,0.39011133296296935,0.9262790152677172,0.19893217121510515,0.9845540873866778,0.11073045877685635,0.21476484723947775,IKZF3+MAP2K6,epistasis
0.5787729040749292,0.06909186323323369,0.582882286620864,0.7699150233726033,0.465056563066463,0.7696047030872256,0.3190248861396824,0.8649147215521668,0.9230812862545495,0.41453084272995233,MAPK1+TGFBR2,epistasis
0.7702504643864888,0.7261679714438585,1.0585866523995522,0.7258849834549498,0.38605018218962933,0.7149183068453805,0.2840367615736055,0.9305634881781178,0.02559487893431322,0.3972996059185204,OSR2+UBASH3B,epistasis
0.789102006513469,0.6676543189126887,1.0336557774454458,0.8719239609576974,0.5113674874101894,0.8594112717716867,0.628591465711105,0.9561539663760554,0.07258148499397898,0.7314210161745448,PRTG+TGFBR2,epistasis
0.8923680432298948,0.40156180613540027,0.9785563901608717,0.828313453799118,0.45201074813073827,0.8044059973302818,0.601082939300108,0.9245947834068003,0.34679161035971917,0.7472382618914125,C19orf26+TGFBR2,neomorphic
1.2456940790729083,0.4171981237447557,1.3137001229707812,0.8769827234668087,0.42767896228497665,0.8762137797428392,0.4758291942700799,0.9226876130888693,0.4750690535851839,0.5430514850037299,CBL+TGFBR2,neomorphic
1.1671307670168236,0.6746326868199213,1.3480814105398624,0.8818997563414809,0.6211145519345064,0.8723098444442827,0.6651609849345336,0.9204364388377603,0.23805213826423802,0.762528348351134,CBL+UBASH3A,neomorphic
0.6640465423248447,0.7220506076201132,0.9809764983617887,0.8201009229376341,0.26212255499293746,0.7727538220410877,0.3535637607729403,0.9770278204058619,0.03636911811214086,0.45753738213687045,CEBPE+KLF1,neomorphic
0.794245460484554,0.6165047488102285,1.0054371968481592,0.919840515490334,0.15813088234843706,0.9164828593904703,0.1892654740860783,0.9705891967173594,0.11001831506677784,0.20651283561588268,CEBPE+ZC3HAV1,neomorphic
0.8256461635906029,0.7218048128313228,1.0966739603356785,0.7483794964312587,0.3055926104889462,0.6685788707270441,0.46799124231118566,0.9611838549125862,0.05837419375727048,0.6999791091248067,DUSP9+MAPK1,neomorphic
0.9646603886807232,0.884057922058115,1.3084831198924027,0.7425401724698628,0.4640835117433952,0.7420241869638324,0.1828270391898228,0.8555444944189878,0.03789372547117472,0.24638959538219757,ETS2+TGFBR2,neomorphic
0.6294327694254085,0.7099629498736703,0.9488060926342449,0.6679981498611091,0.3022066241527003,0.5089271446881931,0.5288365645244382,0.9131899053080719,0.052286335884966194,0.9623524143907318,FOSB+PTPN12,neomorphic
0.6862229317190219,0.5748286508917434,0.8951703133499631,0.8036591978241472,0.30219197260306274,0.7917678841475836,0.40113296212133953,0.9386183951634585,0.07692682059217912,0.5066294935076823,KLF1+TGFBR2,neomorphic
0.9560208000318556,0.32130819279238804,1.008570634536352,0.4081979940654461,0.4160859183429246,0.28486610979942395,0.3791843789198764,0.6318767834136293,0.4735455418364965,0.7512601405439691,MAP2K6+SPI1,neomorphic
